epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,150.013,1.18225,0.65656,0.96178,0.58943,0.51101,0.5415,0.30714,1.2033,0.63728,0.9641,0.00943357,0.000136799,0.000136799
2,294.198,1.18958,0.666,0.96236,0.59316,0.50325,0.52394,0.29424,1.21173,0.65214,0.97016,0.000294496,0.000240445,0.000240445
3,438.785,1.19039,0.66916,0.96474,0.6117,0.49109,0.53065,0.29787,1.21244,0.65252,0.9722,0.000207093,0.000207093,0.000207093
4,587.661,1.19,0.6667,0.96556,0.62046,0.48426,0.5318,0.30031,1.21006,0.64564,0.96855,0.000173036,0.000173036,0.000173036
5,731.486,1.18113,0.657,0.95991,0.61254,0.48942,0.53483,0.30314,1.20395,0.63937,0.96604,0.00013898,0.00013898,0.00013898
6,875.74,1.16872,0.64216,0.95699,0.60002,0.49275,0.52917,0.30015,1.20872,0.64211,0.96823,0.000104923,0.000104923,0.000104923
7,1019.59,1.16725,0.6379,0.95495,0.59796,0.51177,0.537,0.30533,1.20636,0.63431,0.96773,7.08658e-05,7.08658e-05,7.08658e-05
8,1163.04,1.15741,0.62594,0.95002,0.597,0.51271,0.53829,0.30584,1.20486,0.63333,0.96509,3.68089e-05,3.68089e-05,3.68089e-05
