epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,149.49,1.18048,0.6477,0.96588,0.60558,0.52955,0.55438,0.31755,1.18754,0.61861,0.95747,0.00028659,0.000158629,0.000158629
2,292.985,1.18044,0.64338,0.96052,0.6174,0.50786,0.55461,0.31775,1.18894,0.61887,0.95759,0.000139816,0.000139816,0.000139816
3,436.745,1.17159,0.6346,0.95635,0.60336,0.52827,0.55361,0.3164,1.19001,0.61986,0.95785,0.00012007,0.00012007,0.00012007
4,580.477,1.17549,0.63727,0.95868,0.62892,0.50066,0.5526,0.31695,1.1897,0.61948,0.95795,0.000100325,0.000100325,0.000100325
5,723.918,1.16724,0.63454,0.95605,0.62379,0.50396,0.55321,0.31716,1.18963,0.61966,0.95775,8.05789e-05,8.05789e-05,8.05789e-05
6,867.122,1.16797,0.63108,0.95455,0.59366,0.5228,0.5544,0.31732,1.18994,0.61969,0.95785,6.08331e-05,6.08331e-05,6.08331e-05
7,1010.21,1.17099,0.63386,0.95631,0.62963,0.50027,0.55263,0.3165,1.19016,0.61972,0.95794,4.10872e-05,4.10872e-05,4.10872e-05
8,1153.16,1.16869,0.63211,0.95623,0.59481,0.52138,0.55288,0.31651,1.19035,0.6202,0.95794,2.13414e-05,2.13414e-05,2.13414e-05
