epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,227.21,1.33786,1.18031,1.03081,0.65061,0.41145,0.44111,0.25001,1.27498,0.8006,0.97683,0.00332268,0.00332268,0.00332268
2,452.637,1.28626,0.83492,0.99054,0.56722,0.40197,0.43565,0.23903,1.30463,0.82965,0.99646,0.00659012,0.00659012,0.00659012
3,678.259,1.32441,0.85085,1.00642,0.59762,0.3674,0.3766,0.19952,1.39213,0.92574,1.02792,0.00979156,0.00979156,0.00979156
4,903.57,1.34416,0.86778,1.01838,0.59867,0.37698,0.3895,0.20914,1.34663,0.86203,1.02485,0.009703,0.009703,0.009703
5,1128.64,1.31655,0.83014,1.0108,0.64039,0.4002,0.42851,0.23114,1.30658,0.79131,1.00335,0.009604,0.009604,0.009604
6,1353.56,1.29851,0.81063,1.00548,0.65842,0.40178,0.43394,0.23582,1.30015,0.77393,0.9992,0.009505,0.009505,0.009505
7,1578.89,1.28251,0.78887,0.99895,0.66064,0.40974,0.44699,0.24521,1.28088,0.758,0.99665,0.009406,0.009406,0.009406
